_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4494969,31772,BP-32375,1948,Queen St E,Queen St E,North,Kenilworth Ave,West,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3027835001977, 43.66949839226]]}"
4494970,31773,BP-04205,201,Sherbourne St,,,Dundas St E,,,13,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3706616235544, 43.6577189160856]]}"
4494971,31802,BP-20589,12,Alexander St,Alexander St,North,Maitland Ter,East,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3828468078434, 43.6631705486579]]}"
4494972,31804,BP-32994,245,Dupont St,Dupont St,South,Spadina Rd,East,,11,Dupont by the Castle,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4065656001409, 43.6748638281842]]}"
4494973,31805,BP-22153,71,Granby St,Granby St,South,Church St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.37995348001311, 43.661000797827]]}"
4494974,31806,BP-20766,20,Queen St W,James St,East,Albert St,South,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3809022747648, 43.6528177538063]]}"
4494975,31809,BP-21373,317,Adelaide St E,Adelaide St E,South,Frederick St,East,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3694273674123, 43.651884834113]]}"
4494976,31814,BP-20332,119-125,Spadina Ave,Spadina Ave,East,Camden St,South,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3954761195246, 43.6471154149187]]}"
4494977,31815,BP-20553,467,Church St,Church St,East,Maitland St,South,,13,Church-Wellesley Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3802828820578, 43.6643740267237]]}"
4494978,31816,BP-27347,185,College St,College St,South,Henry St,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3944669616094, 43.658908433971]]}"
4494979,31817,BP-27594,206,Spadina Ave,Spadina Ave,West,Sullivan St,South,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3972550798761, 43.6505024583154]]}"
4494980,31818,BP-23832,549,Yonge St,Yonge St,East,Wellesley St E,South,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3842890517321, 43.6645993059649]]}"
4494981,31819,BP-36466,151,Yonge St,Yonge St,East,Temperance St,North,,13,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3786754318222, 43.651234098586]]}"
4494982,31820,BP-20622,24,Wellesley St W,Wellesley St W,North,St Nicholas St,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3860337723816, 43.6646763729039]]}"
4494983,31821,BP-27732,626,College St,College St,North,Grace St,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4151112272255, 43.6550280616526]]}"
4494984,31822,BP-26178,2891A,Lake Shore Blvd W,Sixth St,East,Lake Shore Blvd W,South,,03,Lakeshore Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5040064383205, 43.6008964048048]]}"
4494985,31823,BP-23650,1371,Neilson Rd,McLevin Ave,South,Hupfield Trl,West,,25,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.22052806143691, 43.8098657690471]]}"
4494986,31824,BP-36576,518,Yonge St,Yonge St,West,Maitland St,South,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3840986109252, 43.663586030363405]]}"
4494987,31825,BP-21835,875,Bay St,Bay St,East,Grosvenor St,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3863104274861, 43.6627130512005]]}"
4494988,31826,BP-26546,3343,Bloor St W,Bloor St W,South,Lothian Ave,West,,03,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5216114976874, 43.6449780195512]]}"
4494989,31827,BP-30220,923,College St,College St,South,Delaware Ave,West,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4257396096869, 43.6536791449687]]}"
4494990,31828,BP-36780,1014,Bloor St W,Bloor St W,North,Rusholme Rd,East,,09,Bloorcourt Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.430836172856, 43.6609155840195]]}"
4494991,31829,BP-22271,825,Bay St,Bay St,East,Grenville St,North,,13,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3859647011949, 43.6618235183034]]}"
4494992,31830,BP-27459,58,Atlantic Ave,Atlantic Ave,West,Liberty St,South,,10,Liberty Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.420529736689, 43.638061193776]]}"
4494993,31846,BP-05155,103,Mc Caul St,,,Dundas St W,,,10,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3912587143876, 43.6537008458985]]}"
4494994,31859,BP-33757,1727,Dundas St W,Dundas St W,South,Ln 2 S Dundas E Lansdowne,North,,09,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4389548727182, 43.6500526403203]]}"
4494995,31860,BP-35833,233,Carlaw Ave,Carlaw Ave,East,Colgate Ave,North,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3407427464952, 43.662905160646]]}"
4494996,31861,BP-35907,872,Davenport Rd,Davenport Rd,North,Christie St,East,,12,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4216886619745, 43.6760218762551]]}"
4494997,31862,BP-32217,15,Mill St,Mill St,South,Parliament St,East,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3613835002974, 43.6503129703909]]}"
4494998,31863,BP-34296,2877A,St Clair Ave E,St Clair Ave E,South,Warvet Cres,East,,19,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.303097538811, 43.7074682381548]]}"
4494999,31864,BP-32274,889,Yonge St,Yonge St,East,Frichot Ave,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3884118179654, 43.67445711599]]}"
4495000,31865,BP-34361,140,St George St,Sussex Ave,South,bpNichol Lane,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.399846349064, 43.6651965974845]]}"
4495001,31867,BP-36396,20,Sunlight Park Rd,Sunlight Park Rd,North,Broadview Ave,West,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3492152138346, 43.6561784861824]]}"
4495002,31869,BP-44426,20,John St,John St,West,Wellington St W,South,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3891248685789, 43.6448644272205]]}"
4495003,31871,BP-34576,19,Sackville St,Sackville St,East,Eastern Ave,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3595781191193, 43.6538563565979]]}"
4495004,31872,BP-34614,255,Queens Quay E,Queens Quay E,South,Merchants' Wharf,East,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3640262928953, 43.6454880828388]]}"
4495005,31873,BP-32550,1360A,Queen St E,Queen St E,North,Knox Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3256723245389, 43.6643553314937]]}"
4495006,31874,BP-33902,138,Hamilton St,Hamilton St,West,Ln N Dundas E Hamilton,South,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3523506854018, 43.662388196784]]}"
4495007,31875,BP-33947,33,Munro St,Thompson St,North,Ln E Carroll S Thompson,West,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3522317818701, 43.6591717191184]]}"
4495008,31876,BP-36003,472,Adelaide St E,Ontario St,East,Gendron Lane,South,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3662697006959, 43.6530920822793]]}"
4495009,31877,BP-36087,1608,Queen St W,Queen St W,North,Callender St,East,,04,Parkdale Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4417708993391, 43.6396405056629]]}"
4495010,31878,BP-32383,2195,Queen St E,Queen St E,South,Hambly Ave,West,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.2970074108473, 43.6706265349845]]}"
4495011,31880,BP-34541,640,Dundas St E,Dundas St E,North,Belshaw Pl,North,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3611431721973, 43.6606309824994]]}"
4495012,31881,BP-32520,1288,Queen St E,Queen St E,North,Hastings Ave,East,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3284941804903, 43.6637123678233]]}"
4495013,31882,BP-32587,802,Church St,Park Rd,West,Asquith Ave,North,,11,Bloor-Yorkville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3847694806505, 43.6718532537925]]}"
4495014,31883,BP-36613,519,Church St,Church St,East,Dundonald St,South,,13,Church-Wellesley Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3811763978783, 43.6665236230315]]}"
4495015,31884,BP-31567,12,Grosvenor St,Grosvenor St,North,St Luke Lane,West,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3846680076757, 43.6628942231732]]}"
4495016,31885,BP-45486,829,St Clair Ave W,St Clair Ave W,South,Hendrick Ave,West,,12,Hillcrest Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.431868452574, 43.6802865779472]]}"
4495017,31886,BP-34816,219,Harbord St,Harbord St,South,Bathurst St,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.409539274854, 43.6614647930017]]}"
4495018,31887,BP-32790,503,St Clair Ave W,Bathurst St,West,St Clair Ave W,South,,12,Wychwood Heights,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4183147979112, 43.682921678372]]}"
4495019,31895,BP-01490,250,Dunn Ave,Dunn Ave,West,Queen St W,South,,04,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4343615068404, 43.6403060049252]]}"
4495020,31917,BP-24716,1,Kingston Rd,Kingston Rd,East,Queen St E,North,,19,The Beach,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3122670691047, 43.667667062424]]}"
4495021,31918,BP-43949,610,Mount Pleasant Rd,Mount Pleasant Rd,West,Manor Rd E,South,,12,Mount Pleasant Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3885334551405, 43.7039680568169]]}"
4495022,31919,BP-21383,113R,Front St E,Front St E,South,George St S,West,,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3707025054747, 43.6495862110668]]}"
4495023,31920,BP-27772,564,College St,College St,North,Manning Ave,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4124496598098, 43.6555974331018]]}"
4495024,31921,BP-31895,25,Sheppard Ave W,Sheppard Ave W,South,Beecroft Rd,East,,18,Willowdale,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.412374423457, 43.7610609351335]]}"
4495025,31922,BP-44038,319,Queen St E,Berkeley St,East,Queen St E,South,,13,Historic Queen East,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3656159814436, 43.6551858227594]]}"
4495026,31923,BP-44171,341,Broadview Ave,Broadview Ave,East,First Ave,North,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3522667437072, 43.6648355973984]]}"
4495027,31924,BP-21028,339,Queens Quay W,Queens Quay W,South,Lower Spadina Ave,East,,10,The Waterfront,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3887002974371, 43.637420120486]]}"
4495028,31925,BP-31549,787,Queen St E,Queen St E,South,Strange St,West,,14,Riverside District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3465012634355, 43.6595505506554]]}"
4495029,31926,BP-36514,390,Bay St,Bay St,West,Richmond St W,North,,10,Financial District,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3815348125066, 43.6514728341192]]}"
4495030,31927,BP-27438,429,Spadina Ave,Spadina Ave,East,Ln S College E Spadina,South,,11,Chinatown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3995239611785, 43.6571882962891]]}"
4495031,31928,BP-26597,6,Crescent Rd,Crescent Rd,North,Yonge St,East,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3889856083343, 43.6771425974974]]}"
4495032,31929,BP-24959,135,St George St,Bloor St W,North,Devonshire Pl,West,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3990439478413, 43.6677630454465]]}"
4495033,31930,BP-25190,2406,Danforth Ave,Danforth Ave,North,Westlake Ave,West,,19,Danforth Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3053904666772, 43.6874798082241]]}"
4495034,31931,BP-23152,102,Gladstone Ave,Gladstone Ave,West,Waterloo Ave,North,,09,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4285106606657, 43.6458318678881]]}"
4495035,31932,BP-26174,3197,Lake Shore Blvd W,Lake Shore Blvd W,South,Twentieth St,East,,03,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5189379915411, 43.5976609043516]]}"
4495036,31933,BP-27063,443,Dovercourt Rd,Dovercourt Rd,East,College St,North,,09,College Promenade,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4264071007118, 43.653842015094]]}"
4495037,31934,BP-32544,1300,Queen St E,Queen St E,North,Agnes Lane,West,,14,Leslieville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3282970501061, 43.6637581407438]]}"
4495038,31936,BP-21527,359,Keele St,Keele St,East,Ln S Dundas W Keele,East,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4642461346254, 43.6649164398786]]}"
4495039,31937,BP-20257,113,Jefferson Ave,Jefferson Ave,East,Ln S King E Jefferson,North,,10,Liberty Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4218394940265, 43.6390882540484]]}"
4495040,31938,BP-23364,80,Queensdale Ave,Queensdale Ave,North,Bonnie Brae Blvd,South,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.33029577643131, 43.687092150364]]}"
4495041,31939,BP-25982,175,Danforth Ave,Danforth Ave,South,Ellerbeck St,West,,14,Broadview Danforth,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3566238394898, 43.6765553473259]]}"
4495042,31940,BP-34780,3,Borden St,Borden St,East,College St,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4051749918808, 43.6571437961671]]}"
4495043,31941,BP-23260,16B,Leslie St,Leslie St,West,Lake Shore Blvd E,South,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3280361505625, 43.65836052561961]]}"
4495044,31942,BP-20580,104,Carlton St,Carlton St,North,Mutual St,East,,13,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3774082504369, 43.66236216905]]}"
4495045,31943,BP-23829,28,Ted Rogers Way,Ted Rogers Way,West,Mount Pleasant Rd,North,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3803066771189, 43.6707576711255]]}"
4495046,31944,BP-26544,2,Jackson Ave,Bloor St W,North,Elsfield Rd,North,,03,The Kingsway,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5091336970859, 43.6479641098838]]}"
4495047,31954,BP-01348,604,King St W,King St W,North,Portland St,West,,10,,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4003482156622, 43.6444636332173]]}"
4495048,31967,BP-07549,125,Bathurst St,,,Bathurst St,,,10,,,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4025557001059, 43.6454453892609]]}"
4495049,31975,BP-32852,75,Eglinton Ave E,Eglinton Ave E,South,Dunfield Ave,West,,12,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.395842874399, 43.7071721042317]]}"
4495050,31976,BP-34965,1201A,Bloor St W,Bloor St W,South,Margueretta St,South,,09,Bloordale Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.43965389303392, 43.6589220011224]]}"
4495051,31977,BP-32894,1615,Bayview Ave,Bayview Ave,East,Manor Rd E,South,,15,Bayview Leaside,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.37538480453321, 43.7065841106133]]}"
4495052,31978,BP-34051,1564A,Bloor St W,Bloor St W,North,Alhambra Ave,East,,04,Bloor By The Park,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.453664921143, 43.6561502362386]]}"
4495053,31979,BP-32027,476,Parliament St,Parliament St,West,Carlton St,North,,13,Cabbagetown,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.36816984674, 43.664531337624]]}"
4495054,31980,BP-34124,1604,Bloor St W,Bloor St W,North,Ln W Alhambra S Bloor,West,,04,Bloor By The Park,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4552442471935, 43.6558121355878]]}"
4495055,31981,BP-34201,961,Coxwell Ave,Coxwell Ave,East,Plains Rd,North,,19,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3286878869304, 43.6961117131729]]}"
4495056,31982,BP-27947,811,Queen St W,Queen St W,South,Claremont St,East,,10,West Queen West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4091210924555, 43.6460960241977]]}"
4495057,31984,BP-34726,106,Harbord St,Harbord St,North,Robert St,East,,11,Harbord Street,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4035983793771, 43.6628184829231]]}"
4495058,31985,BP-32644,1278,Bay St,Bay St,West,Yorkville Ave,North,,11,Bloor-Yorkville,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3903822351498, 43.6715795887195]]}"
4495059,31986,BP-32700,932,St Clair Ave W,St Clair Ave W,North,Robina Ave,West,,09,Regal Heights Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4350416833356, 43.6798395476894]]}"
4495060,31987,BP-45505,43,Gerrard St W,Gerrard St W,South,Bay St,East,,11,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3844165511239, 43.6585005211527]]}"
4495061,31988,BP-45516,2918,Lake Shore Blvd W,Lake Shore Blvd W,North,Islington Ave,East,,03,Lakeshore Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.5047433606918, 43.6009823583544]]}"
4495062,31989,BP-45530,515,Runnymede Rd,Runnymede Rd,East,Annette St,North,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4800213487725, 43.660399829542]]}"
4495063,31990,BP-22961,8,Park Rd,Park Rd,West,Asquith Ave,South,,11,Bloor Street,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3845571596352, 43.6714801236002]]}"
4495064,31991,BP-22701,110,St George St,St George St,West,Hoskin Ave,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3981837010748, 43.6632000719583]]}"
4495065,31993,BP-23406,35B,Bathurst St,Bathurst St,East,Niagara St,North,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4018142833621, 43.642128748772]]}"
4495066,31994,BP-20028,1460,Dundas St W,Dundas St W,North,Federal St,East,,09,Little Portugal,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.430845527248, 43.649675023821004]]}"
4495067,31997,BP-35183,116,Simcoe St,Simcoe St,West,Adelaide St W,North,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3867747033871, 43.6488673804634]]}"
4495068,31998,BP-34817,412,College St,Lippincott St,West,College St,North,,11,,Ring,Temporarily Removed,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4065946930896, 43.6568474523812]]}"
4495069,32000,BP-23498,530,Adelaide St W,Adelaide St W,North,Adelaide Pl,East,,10,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.401459194571, 43.6456176986661]]}"
4495070,32002,BP-43859,532A,College St,College St,North,Euclid Ave,East,,11,Little Italy,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4108463954135, 43.655926849637]]}"
4495071,32018,BP-19600,1076,Bay St,Bay St,West,St Mary St,South,,11,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3884277428956, 43.666992293946]]}"
4495072,32033,BP-44277,14,Duncan St,Pearl St,North,Duncan St,West,,10,Toronto Downtown West,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3886184776107, 43.64754851167]]}"
4495073,32034,BP-20938,5,Benson Ave,Benson Ave,South,Wychwood Ave,West,,12,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4229426385992, 43.6804289990847]]}"
4495074,32035,BP-26760,12,Cam Fella Lane,Eastern Ave,North,Woodward Ave,West,,14,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.3195440239526, 43.6641641115277]]}"
4495075,32036,BP-24034,40,Dundas St W,Dundas St W,North,Dundas St E,West,,11,Downtown Yonge,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.38164542128011, 43.6562427216336]]}"
4495076,32037,BP-23017,1250,King St W,King St W,North,Tyndall Ave,West,,04,,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4295101730286, 43.6385768051244]]}"
4495077,32038,BP-36821,1101,Bloor St W,Bloor St W,South,Gladstone Ave,West,,09,Bloorcourt Village,Ring,Existing,0,,,,,"{'type': 'MultiPoint', 'coordinates': [[-79.4343157694811, 43.6600095356435]]}"
